crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
09/14/2014,21:38:00,BRONX,10458,40.8640401,-73.8924398,"(40.8640401, -73.8924398)",EAST 193 STREET,BAINBRIDGE AVENUE,NA,1,0,0,0,1,0,0,0,Unspecified,Unspecified,NA,NA,NA,1024329,SPORT UTILITY / STATION WAGON,BICYCLE,NA,NA,NA
11/10/2015,22:25:00,MANHATTAN,10019,40.7679171,-73.9857147,"(40.7679171, -73.9857147)",WEST 57 STREET,9 AVENUE,NA,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,NA,NA,NA,3332270,OTHER,PASSENGER VEHICLE,NA,NA,NA
04/07/2017,23:01:00,NA,NA,40.82815,-73.93491,"(40.82815, -73.93491)",WEST 155 STREET,MACOMBS PLACE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3648054,Station Wagon/Sport Utility Vehicle,Taxi,NA,NA,NA
04/08/2014,16:27:00,MANHATTAN,10034,40.8670152,-73.9231089,"(40.8670152, -73.9231089)",WEST 204 STREET,BROADWAY,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,317541,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
03/13/2020,14:20:00,MANHATTAN,10011,40.746525,-74.003456,"(40.746525, -74.003456)",NA,NA,461       WEST 22 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4301088,Sedan,NA,NA,NA,NA
05/21/2013,13:15:00,MANHATTAN,10128,40.780065,-73.947047800000007,"(40.780065, -73.9470478)",1 AVENUE,EAST 91 STREET,NA,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,NA,NA,NA,48658,VAN,BICYCLE,NA,NA,NA
07/02/2014,16:20:00,BROOKLYN,11230,40.6289305,-73.9713664,"(40.6289305, -73.9713664)",OCEAN PARKWAY,AVENUE H,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,361595,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
12/18/2014,00:30:00,BROOKLYN,11216,40.6781564,-73.9441507,"(40.6781564, -73.9441507)",BROOKLYN AVENUE,ATLANTIC AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3139762,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
12/19/2015,21:00:00,MANHATTAN,10002,40.7185558,-73.9882,"(40.7185558, -73.9882)",DELANCEY STREET,ESSEX STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3356553,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
03/20/2015,23:02:00,QUEENS,11429,40.7101436,-73.7375073,"(40.7101436, -73.7375073)",SPRINGFIELD BOULEVARD,107 AVENUE,NA,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,NA,NA,NA,3190397,OTHER,PASSENGER VEHICLE,NA,NA,NA
09/01/2013,23:00:00,MANHATTAN,10128,40.781688,-73.9489603,"(40.781688, -73.9489603)",2 AVENUE,EAST 92 STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,49874,TAXI,PASSENGER VEHICLE,NA,NA,NA
11/19/2017,21:30:00,BRONX,10458,NA,NA,NA,VALENTINE AVENUE,EAST BEDFORD PARK BOULEVARD,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3795523,Sedan,Sedan,NA,NA,NA
02/03/2014,20:30:00,QUEENS,11434,40.6924562,-73.7681347,"(40.6924562, -73.7681347)",LINDEN BOULEVARD,179 STREET,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,272243,PASSENGER VEHICLE,NA,NA,NA,NA
08/31/2022,17:48:00,QUEENS,11434,40.667522,-73.78063,"(40.667522, -73.78063)",NORTH CONDUIT AVENUE,ROCKAWAY BOULEVARD,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,NA,NA,NA,NA,4563770,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
05/13/2018,17:16:00,NA,NA,40.727257,-73.819786,"(40.727257, -73.819786)",147 STREET,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3899484,Station Wagon/Sport Utility Vehicle,School Bus,NA,NA,NA
11/05/2015,19:40:00,QUEENS,11369,40.768338,-73.8742908,"(40.768338, -73.8742908)",96 STREET,23 AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3329766,SPORT UTILITY / STATION WAGON,UNKNOWN,NA,NA,NA
03/05/2013,14:25:00,QUEENS,11691,40.6036032,-73.7517479,"(40.6036032, -73.7517479)",MOTT AVENUE,BEACH 19 STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,202784,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
07/20/2016,14:30:00,QUEENS,11363,40.76229,-73.75711,"(40.76229, -73.75711)",NORTHERN BOULEVARD,CROSS ISLAND PARKWAY,NA,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,3489045,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
01/29/2017,23:20:00,BROOKLYN,11203,40.64491,-73.92192,"(40.64491, -73.92192)",EAST 58 STREET,CLARENDON ROAD,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,3607451,Sedan,NA,NA,NA,NA
02/21/2019,14:30:00,BROOKLYN,11214,40.60461,-73.99826,"(40.60461, -73.99826)",20 AVENUE,86 STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4084546,Sedan,Sedan,NA,NA,NA
04/15/2015,17:42:00,QUEENS,11356,40.7801469,-73.8478483,"(40.7801469, -73.8478483)",22 AVENUE,120 STREET,NA,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3203762,PICK-UP TRUCK,BICYCLE,NA,NA,NA
06/13/2016,03:30:00,BRONX,10453,40.861862,-73.91282,"(40.861862, -73.91282)",WEST FORDHAM ROAD,MAJOR DEEGAN EXPRESSWAY,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,3461319,Taxi,Station Wagon/Sport Utility Vehicle,NA,NA,NA
07/06/2016,19:17:00,QUEENS,11101,40.74657,-73.94544,"(40.74657, -73.94544)",NA,NA,45-12     23 STREET,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3475867,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
12/12/2013,07:00:00,MANHATTAN,10036,40.7597301,-73.9916833,"(40.7597301, -73.9916833)",9 AVENUE,WEST 44 STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,31242,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,NA,NA,NA
11/02/2020,02:15:00,BROOKLYN,11207,40.663094,-73.8854,"(40.663094, -73.8854)",NA,NA,710       SCHENCK AVENUE,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4363500,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
02/10/2021,19:05:00,BRONX,10457,40.842556,-73.894714,"(40.842556, -73.894714)",NA,NA,653       CROTONA PARK NORTH,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4391111,Sedan,NA,NA,NA,NA
09/29/2017,09:00:00,NA,NA,40.74296,-73.83005,"(40.74296, -73.83005)",LONG ISLAND EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,NA,NA,NA,3759775,Garbage or Refuse,Sedan,NA,NA,NA
01/07/2015,18:15:00,MANHATTAN,10031,40.8182357,-73.9527221,"(40.8182357, -73.9527221)",AMSTERDAM AVENUE,WEST 134 STREET,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,3149361,VAN,NA,NA,NA,NA
04/28/2017,17:35:00,BRONX,10454,40.80761,-73.91341,"(40.80761, -73.91341)",CYPRESS AVENUE,EAST 141 STREET,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,NA,NA,NA,3659745,Van,Station Wagon/Sport Utility Vehicle,NA,NA,NA
12/19/2018,20:15:00,NA,NA,40.62707,-74.01865,"(40.62707, -74.01865)",BAY RIDGE PARKWAY,7 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4048728,Sedan,Sedan,NA,NA,NA
10/19/2016,19:45:00,STATEN ISLAND,10305,40.59589,-74.085884,"(40.59589, -74.085884)",QUINTARD STREET,HYLAN BOULEVARD,NA,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,NA,NA,NA,3543977,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
08/15/2015,00:40:00,MANHATTAN,10035,40.8056394,-73.934392,"(40.8056394, -73.934392)",THIRD AVENUE,EAST 128 STREET,NA,0,0,0,0,0,0,0,0,Passenger Distraction,Passenger Distraction,NA,NA,NA,3278408,OTHER,OTHER,NA,NA,NA
06/09/2013,16:45:00,MANHATTAN,10033,40.8493212,-73.9337309,"(40.8493212, -73.9337309)",WEST 181 STREET,SAINT NICHOLAS AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,71423,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,NA,NA,NA
03/11/2013,09:03:00,BROOKLYN,11215,40.6761486,-73.9838993,"(40.6761486, -73.9838993)",CARROLL STREET,4 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,177182,TAXI,SPORT UTILITY / STATION WAGON,NA,NA,NA
06/27/2017,22:05:00,NA,NA,40.766502,-73.99418,"(40.766502, -73.99418)",11 AVENUE,NA,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3700360,Sedan,Sedan,NA,NA,NA
03/11/2015,10:40:00,MANHATTAN,10014,40.7276662,-74.0031714,"(40.7276662, -74.0031714)",KING STREET,6 AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3184122,MOTORCYCLE,OTHER,NA,NA,NA
08/07/2019,07:00:00,MANHATTAN,10011,40.73539,-73.99828,"(40.73539, -73.99828)",AVENUE OF THE AMERICAS,WEST 11 STREET,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4184396,Sedan,NA,NA,NA,NA
03/30/2017,18:43:00,MANHATTAN,10013,40.722584,-74.00636,"(40.722584, -74.00636)",CANAL STREET,VARICK STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,3642629,Sedan,Taxi,NA,NA,NA
02/13/2016,17:16:00,QUEENS,11372,40.7507257,-73.8750134,"(40.7507257, -73.8750134)",37 AVENUE,92 STREET,NA,1,0,0,0,1,0,0,0,Unspecified,Unspecified,NA,NA,NA,3389201,PASSENGER VEHICLE,BICYCLE,NA,NA,NA
02/28/2018,13:18:00,MANHATTAN,10001,NA,NA,NA,WEST 30 STREET,12 AVENUE,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,3856164,Station Wagon/Sport Utility Vehicle,PK,NA,NA,NA
06/10/2019,16:11:00,NA,NA,40.749844,-73.938995,"(40.749844, -73.938995)",28 STREET,QUEENS PLAZA SOUTH,NA,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Following Too Closely,NA,NA,NA,4148966,Motorcycle,Sedan,NA,NA,NA
06/20/2013,18:30:00,NA,NA,NA,NA,NA,MEEKER AVENUE,MORGAN AVENUE,NA,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,NA,NA,NA,199798,SPORT UTILITY / STATION WAGON,OTHER,NA,NA,NA
06/21/2017,12:20:00,NA,NA,40.77369,-73.961945,"(40.77369, -73.961945)",EAST 76 STREET,NA,NA,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,NA,NA,NA,3696063,Taxi,Tractor Truck Diesel,NA,NA,NA
08/18/2014,21:00:00,BROOKLYN,11213,40.6753333,-73.9360776,"(40.6753333, -73.9360776)",TROY AVENUE,BERGEN STREET,NA,1,0,0,0,1,0,0,0,Unspecified,Unspecified,NA,NA,NA,1010831,PASSENGER VEHICLE,BICYCLE,NA,NA,NA
11/03/2019,00:05:00,BROOKLYN,11234,NA,NA,NA,KINGS HIGHWAY,EAST 52 STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4234128,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
06/08/2014,08:13:00,BROOKLYN,11215,40.6715543,-73.9877145,"(40.6715543, -73.9877145)",4 AVENUE,7 STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,348323,PASSENGER VEHICLE,UNKNOWN,NA,NA,NA
03/31/2021,18:50:00,MANHATTAN,10032,40.83349,-73.94158,"(40.83349, -73.94158)",AMSTERDAM AVENUE,WEST 158 STREET,NA,1,0,1,0,0,0,0,0,Traffic Control Disregarded,NA,NA,NA,NA,4403790,Sedan,NA,NA,NA,NA
11/12/2021,00:05:00,MANHATTAN,10019,40.762394,-73.97861,"(40.762394, -73.97861)",WEST 54 STREET,AVENUE OF THE AMERICAS,NA,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,NA,NA,NA,4481587,Taxi,Box Truck,NA,NA,NA
04/29/2019,22:45:00,NA,NA,40.745205,-74.00227,"(40.745205, -74.00227)",WEST 21 STREET,NA,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4123682,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
10/08/2013,14:25:00,BROOKLYN,11201,40.7014391,-73.9847624,"(40.7014391, -73.9847624)",BRIDGE STREET,YORK STREET,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,190644,PASSENGER VEHICLE,NA,NA,NA,NA
11/16/2017,07:55:00,BRONX,10451,40.822033,-73.91182,"(40.822033, -73.91182)",3 AVENUE,EAST 159 STREET,NA,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,NA,NA,NA,3791012,Sedan,Sedan,NA,NA,NA
06/12/2013,16:10:00,NA,NA,40.7261377,-73.7631722,"(40.7261377, -73.7631722)",NA,NA,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Traffic Control Disregarded,Unspecified,NA,NA,3033969,PASSENGER VEHICLE,MOTORCYCLE,SPORT UTILITY / STATION WAGON,NA,NA
12/06/2019,13:52:00,MANHATTAN,10014,40.735302,-74.00994,"(40.735302, -74.00994)",WEST 11 STREET,WEST STREET,NA,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,NA,NA,NA,4253537,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
11/30/2018,22:25:00,NA,NA,40.5324,-74.22485,"(40.5324, -74.22485)",VETERANS ROAD WEST,ENGLEWOOD AVENUE,NA,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,NA,NA,NA,4035870,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
02/01/2015,14:41:00,BRONX,10469,40.8730487,-73.8574889,"(40.8730487, -73.8574889)",HONE AVENUE,DUNCAN STREET,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,3161944,OTHER,OTHER,NA,NA,NA
06/09/2013,22:56:00,QUEENS,11416,40.6808089,-73.8501481,"(40.6808089, -73.8501481)",89 STREET,103 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,206375,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
03/13/2018,15:15:00,BROOKLYN,11212,40.66843,-73.91919,"(40.66843, -73.91919)",PITKIN AVENUE,GRAFTON STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3862225,Sedan,Sedan,NA,NA,NA
06/08/2016,23:00:00,NA,NA,40.74954,-73.97744,"(40.74954, -73.97744)",LEXINGTON AVENUE,NA,NA,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,NA,NA,NA,3459018,2 dr sedan,4 dr sedan,NA,NA,NA
03/16/2014,14:30:00,QUEENS,11413,40.6788433,-73.754179,"(40.6788433, -73.754179)",135 AVENUE,SPRINGFIELD BOULEVARD,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,307327,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
10/12/2018,14:00:00,BRONX,10454,40.806866,-73.9208,"(40.806866, -73.9208)",NA,NA,194       BROWN PLACE,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4000761,Sedan,NA,NA,NA,NA
08/01/2015,19:30:00,BROOKLYN,11219,40.6380327,-73.9925704,"(40.6380327, -73.9925704)",46 STREET,12 AVENUE,NA,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,NA,NA,NA,3269614,OTHER,UNKNOWN,NA,NA,NA
04/26/2015,21:19:00,BROOKLYN,11218,40.6508616,-73.9726364,"(40.6508616, -73.9726364)",PARK CIRCLE,OCEAN PARKWAY,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3209422,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
12/08/2014,14:30:00,QUEENS,11354,40.7644548,-73.831773,"(40.7644548, -73.831773)",35 AVENUE,FARRINGTON STREET,NA,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,NA,NA,NA,3133126,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
04/10/2013,08:43:00,BRONX,10467,40.8788559,-73.8734816,"(40.8788559, -73.8734816)",EAST GUN HILL ROAD,HULL AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,NA,NA,NA,111222,BUS,SPORT UTILITY / STATION WAGON,NA,NA,NA
05/15/2022,00:25:00,BROOKLYN,11237,40.69426,-73.91036,"(40.69426, -73.91036)",JEFFERSON AVENUE,KNICKERBOCKER AVENUE,NA,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4529663,Sedan,Bike,NA,NA,NA
05/02/2017,18:45:00,NA,NA,40.766666,-73.96707,"(40.766666, -73.96707)",PARK AVENUE,NA,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,3661989,Station Wagon/Sport Utility Vehicle,Taxi,NA,NA,NA
05/22/2022,20:30:00,BRONX,10453,40.861862,-73.91275,"(40.861862, -73.91275)",WEST FORDHAM ROAD,MAJOR DEEGAN EXPRESSWAY,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4530900,Station Wagon/Sport Utility Vehicle,Pick-up Truck,NA,NA,NA
10/03/2015,19:43:00,BROOKLYN,11201,40.6891376,-73.9907077,"(40.6891376, -73.9907077)",ATLANTIC AVENUE,BOERUM PLACE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3310715,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
06/04/2015,12:00:00,QUEENS,11372,40.7556569,-73.8844393,"(40.7556569, -73.8844393)",83 STREET,NORTHERN BOULEVARD,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,3233997,PASSENGER VEHICLE,NA,NA,NA,NA
01/29/2019,07:00:00,QUEENS,11420,40.66612,-73.82225,"(40.66612, -73.82225)",LEFFERTS BOULEVARD,NORTH CONDUIT AVENUE,NA,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,NA,NA,NA,4070986,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
09/16/2017,23:46:00,NA,NA,40.77353,-73.94417,"(40.77353, -73.94417)",FDR DRIVE,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3752582,Sedan,Sedan,NA,NA,NA
06/01/2018,15:50:00,BROOKLYN,11209,40.631462,-74.0278,"(40.631462, -74.0278)",BAY RIDGE PARKWAY,3 AVENUE,NA,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,NA,NA,NA,3912688,Sedan,Sedan,NA,NA,NA
05/19/2018,15:20:00,NA,NA,40.778805,-73.947975,"(40.778805, -73.947975)",EAST 89 STREET,NA,NA,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,NA,NA,3905209,Sedan,Taxi,Taxi,NA,NA
08/10/2014,14:00:00,BRONX,10465,40.8332016,-73.8170107,"(40.8332016, -73.8170107)",LAFAYETTE AVENUE,DEAN AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,1006365,SPORT UTILITY / STATION WAGON,UNKNOWN,NA,NA,NA
07/16/2020,06:45:00,NA,NA,40.66922,-73.801094,"(40.66922, -73.801094)",VAN WYCK EXPWY,NA,NA,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4329323,Sedan,Taxi,NA,NA,NA
05/16/2014,19:00:00,MANHATTAN,10022,40.7628522,-73.9677279,"(40.7628522, -73.9677279)",EAST 60 STREET,LEXINGTON AVENUE,NA,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,NA,NA,NA,336024,TAXI,TAXI,NA,NA,NA
03/26/2017,19:20:00,NA,NA,40.824924,-73.86985,"(40.824924, -73.86985)",SOUND VIEW AVENUE,BRUCKNER BOULEVARD,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,3639742,Sedan,NA,NA,NA,NA
05/13/2015,16:20:00,NA,NA,NA,NA,NA,72 STREET,37 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3220230,PASSENGER VEHICLE,OTHER,NA,NA,NA
01/14/2014,09:00:00,QUEENS,11364,40.7361095,-73.745008,"(40.7361095, -73.745008)",UNION TURNPIKE,226 STREET,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,263654,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
08/10/2017,22:00:00,QUEENS,11040,40.749584,-73.70714,"(40.749584, -73.70714)",UNION TURNPIKE,266 STREET,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,3732191,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
01/21/2015,12:48:00,BROOKLYN,11234,40.6083426,-73.9335127,"(40.6083426, -73.9335127)",EAST 33 STREET,AVENUE S,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3156818,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
08/01/2021,17:00:00,NA,NA,40.75829,-73.83431,"(40.75829, -73.83431)",COLLEGE POINT BOULEVARD,ROOSEVELT AVENUE,NA,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,4442818,Station Wagon/Sport Utility Vehicle,Bike,NA,NA,NA
05/18/2016,18:25:00,MANHATTAN,10128,40.780064,-73.94705,"(40.780064, -73.94705)",EAST 91 STREET,1 AVENUE,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,NA,NA,NA,3448311,4 dr sedan,4 dr sedan,NA,NA,NA
07/15/2016,16:15:00,QUEENS,11363,40.773724,-73.741806,"(40.773724, -73.741806)",NA,NA,250-14    39 ROAD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,NA,NA,NA,3481073,4 dr sedan,4 dr sedan,NA,NA,NA
10/08/2020,19:00:00,STATEN ISLAND,10312,40.551346,-74.17297,"(40.551346, -74.17297)",NA,NA,137       AUGUSTA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4357674,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
06/15/2015,10:29:00,MANHATTAN,10021,40.7697535,-73.9545761,"(40.7697535, -73.9545761)",EAST 75 STREET,1 AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3239777,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
08/05/2015,13:00:00,MANHATTAN,10013,40.7204364,-74.0066956,"(40.7204364, -74.0066956)",VARICK STREET,ERICSSON PLACE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3271493,PASSENGER VEHICLE,UNKNOWN,NA,NA,NA
05/16/2014,23:05:00,BROOKLYN,11221,40.6861713,-73.9444758,"(40.6861713, -73.9444758)",TOMPKINS AVENUE,MONROE STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,336214,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
09/17/2016,22:10:00,NA,NA,40.76765,-73.96938,"(40.76765, -73.96938)",EAST 65 STREET,NA,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3522692,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
12/30/2016,17:30:00,BROOKLYN,11207,40.679478,-73.893936,"(40.679478, -73.893936)",ARLINGTON AVENUE,BRADFORD STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3589836,Sedan,Sedan,NA,NA,NA
07/31/2021,03:52:00,QUEENS,11417,40.67674,-73.843735,"(40.67674, -73.843735)",SUTTER AVENUE,CROSS BAY BOULEVARD,NA,0,0,0,0,0,0,0,0,Alcohol Involvement,NA,NA,NA,NA,4442167,Sedan,NA,NA,NA,NA
06/13/2018,12:00:00,QUEENS,11422,40.67452,-73.736084,"(40.67452, -73.736084)",MERRICK BOULEVARD,234 STREET,NA,2,0,0,0,0,0,2,0,Unspecified,Unspecified,NA,NA,NA,3921422,Sedan,Sedan,NA,NA,NA
09/05/2013,09:15:00,MANHATTAN,10018,40.7576718,-73.9948239,"(40.7576718, -73.9948239)",DYER AVENUE,WEST 40 STREET,NA,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,NA,NA,NA,20035,BUS,BUS,NA,NA,NA
04/05/2021,23:28:00,QUEENS,11432,40.71512,-73.77358,"(40.71512, -73.77358)",HILLSIDE AVENUE,188 STREET,NA,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,NA,NA,NA,4408652,Sedan,Sedan,NA,NA,NA
01/14/2016,23:38:00,BROOKLYN,11208,40.6693311,-73.8737961,"(40.6693311, -73.8737961)",FOUNTAIN AVENUE,DUMONT AVENUE,NA,1,0,0,0,0,0,1,0,Driver Inexperience,NA,NA,NA,NA,3371318,PASSENGER VEHICLE,NA,NA,NA,NA
