crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
10/31/2017,11:45:00,QUEENS,11420,40.665462,-73.81858,"(40.665462, -73.81858)",NORTH CONDUIT AVENUE,122 PLACE,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3781185,Sedan,Box Truck,NA,NA,NA
08/19/2022,22:45:00,NA,NA,40.7406,-73.879326,"(40.7406, -73.879326)",BROADWAY,NA,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4560840,Sedan,NA,NA,NA,NA
04/08/2020,10:16:00,BROOKLYN,11229,40.596344,-73.93725,"(40.596344, -73.93725)",NA,NA,3019      AVENUE W,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4309492,Pick-up Truck,Station Wagon/Sport Utility Vehicle,NA,NA,NA
10/15/2018,09:06:00,MANHATTAN,10009,40.72141,-73.9808,"(40.72141, -73.9808)",NA,NA,26        AVENUE C,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4000965,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
01/20/2014,00:50:00,QUEENS,11372,40.7568039,-73.8736557,"(40.7568039, -73.8736557)",JUNCTION BOULEVARD,NORTHERN BOULEVARD,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,284183,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
10/09/2019,10:30:00,NA,NA,40.737785,-73.93496,"(40.737785, -73.93496)",BORDEN AVENUE,VANDAM STREET,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4220548,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
09/09/2015,06:27:00,BROOKLYN,11236,40.637108,-73.8933748,"(40.637108, -73.8933748)",AVENUE M,ROCKAWAY PARKWAY,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3293132,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,NA,NA,NA
10/06/2015,12:40:00,QUEENS,11354,40.7649898,-73.8206673,"(40.7649898, -73.8206673)",146 STREET,NORTHERN BOULEVARD,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,3310834,SPORT UTILITY / STATION WAGON,UNKNOWN,NA,NA,NA
09/05/2021,22:35:00,NA,NA,40.796562,-73.974205,"(40.796562, -73.974205)",WEST 97 STREET,NA,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,4454082,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
05/13/2016,15:30:00,MANHATTAN,10026,40.803745,-73.955864,"(40.803745, -73.955864)",8 AVENUE,WEST 115 STREET,NA,1,0,0,0,0,0,1,0,Unsafe Speed,Turning Improperly,NA,NA,NA,3442100,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
02/12/2015,09:00:00,NA,NA,40.8420358,-73.838129,"(40.8420358, -73.838129)",NA,NA,NA,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,NA,NA,NA,3168136,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
11/10/2020,11:54:00,NA,NA,40.61501,-74.13097,"(40.61501, -74.13097)",JEWETT AVENUE,VOGEL LOOP,NA,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,NA,NA,4366250,Box Truck,Sedan,Sedan,NA,NA
02/03/2015,22:15:00,MANHATTAN,10012,40.7265271,-73.9958437,"(40.7265271, -73.9958437)",BLEEKER STREET,BROADWAY,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3163562,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
02/10/2019,04:21:00,BROOKLYN,11206,40.69768,-73.93649,"(40.69768, -73.93649)",NA,NA,911       BROADWAY,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,NA,NA,NA,4078488,Station Wagon/Sport Utility Vehicle,Taxi,NA,NA,NA
03/23/2017,07:50:00,NA,NA,40.811108,-73.92734,"(40.811108, -73.92734)",EAST 138 STREET,3 AVENUE,NA,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,NA,NA,NA,3638330,Sedan,Bus,NA,NA,NA
08/26/2012,03:10:00,NA,NA,NA,NA,NA,BORDEN AVENUE,VERNON BOULEVARD,NA,0,0,0,0,0,0,0,0,Alcohol Involvement,NA,NA,NA,NA,241592,PASSENGER VEHICLE,NA,NA,NA,NA
11/17/2013,15:02:00,BROOKLYN,11228,40.6140537,-74.0139066,"(40.6140537, -74.0139066)",13 AVENUE,86 STREET,NA,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,NA,NA,143916,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA
01/14/2023,20:11:00,BRONX,10469,40.87565,-73.845634,"(40.87565, -73.845634)",NA,NA,3341      EASTCHESTER ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4598173,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
08/10/2017,21:30:00,NA,NA,40.585976,-73.98799,"(40.585976, -73.98799)",CROPSEY AVENUE,BAY 49 STREET,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3730064,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
12/06/2015,15:00:00,NA,NA,NA,NA,NA,STATE STREET,ATLANTIC AVENUE,NA,0,0,0,0,0,0,0,0,Oversized Vehicle,NA,NA,NA,NA,3347907,BUS,SPORT UTILITY / STATION WAGON,NA,NA,NA
07/16/2019,12:00:00,BROOKLYN,11235,40.57706,-73.96404,"(40.57706, -73.96404)",NA,NA,305       BRIGHTON BEACH AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4171786,Box Truck,Station Wagon/Sport Utility Vehicle,NA,NA,NA
12/06/2017,12:45:00,NA,NA,40.71572,-73.825745,"(40.71572, -73.825745)",VAN WYCK EXPWY,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3804435,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
06/18/2020,16:46:00,BRONX,10465,40.826424,-73.82195,"(40.826424, -73.82195)",NA,NA,3736      EAST TREMONT AVENUE,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4321294,Sedan,NA,NA,NA,NA
06/28/2018,17:05:00,BROOKLYN,11215,40.65742,-73.98316,"(40.65742, -73.98316)",PROSPECT PARK WEST,PROSPECT EXPRESSWAY,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3931335,Sedan,Sedan,NA,NA,NA
04/08/2013,14:13:00,MANHATTAN,10075,40.7763113,-73.9642299,"(40.7763113, -73.9642299)",5 AVENUE,EAST 78 STREET,NA,0,0,0,0,0,0,0,0,Other Electronic Device,Fatigued/Drowsy,NA,NA,NA,48112,TAXI,SPORT UTILITY / STATION WAGON,NA,NA,NA
10/11/2013,14:20:00,NA,NA,NA,NA,NA,KLONDIKE AVENUE,STEINWAY AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,291656,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,NA,NA,NA
03/20/2020,09:30:00,MANHATTAN,10028,40.778812,-73.95609,"(40.778812, -73.95609)",EAST 85 STREET,LEXINGTON AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4302651,Pick-up Truck,Box Truck,NA,NA,NA
10/21/2012,14:00:00,MANHATTAN,10010,40.7402615,-73.9905165,"(40.7402615, -73.9905165)",WEST 21 STREET,5 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,22488,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
06/02/2018,01:15:00,NA,NA,40.833088,-73.91904,"(40.833088, -73.91904)",GRAND CONCOURSE,NA,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,3913051,Ambulance,Bus,NA,NA,NA
09/04/2013,18:40:00,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,NA,NA,NA,2897553,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
02/27/2020,13:13:00,QUEENS,11374,40.724434,-73.8693,"(40.724434, -73.8693)",WOODHAVEN BOULEVARD,63 AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,4294357,Bus,Sedan,NA,NA,NA
07/28/2013,08:27:00,MANHATTAN,10031,40.8252325,-73.9476044,"(40.8252325, -73.9476044)",WEST 145 STREET,AMSTERDAM AVENUE,NA,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,Unspecified,NA,NA,65827,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA
09/06/2017,06:50:00,BROOKLYN,11234,40.618603,-73.93247,"(40.618603, -73.93247)",FLATBUSH AVENUE,AVENUE N,NA,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3747984,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
10/19/2019,11:40:00,BROOKLYN,11206,40.6997,-73.94425,"(40.6997, -73.94425)",THROOP AVENUE,HOPKINS STREET,NA,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4226551,Sedan,Bike,NA,NA,NA
05/18/2013,12:54:00,NA,NA,NA,NA,NA,NA,NA,PARKING LOT OF 2955 VETERANS ROAD W,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,302714,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
03/18/2013,15:30:00,NA,NA,NA,NA,NA,NA,NA,P/L OF 2221 HYLAN BLVD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,297088,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
04/28/2018,09:45:00,QUEENS,11417,40.680687,-73.84459,"(40.680687, -73.84459)",WOODHAVEN BOULEVARD,ROCKAWAY BOULEVARD,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,3890359,Pick-up Truck,Sedan,NA,NA,NA
06/08/2018,17:00:00,NA,NA,40.669243,-73.80129,"(40.669243, -73.80129)",VAN WYCK EXPWY,NA,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,NA,NA,3917670,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA
05/06/2021,20:00:00,QUEENS,11103,40.76548,-73.913704,"(40.76548, -73.913704)",28 AVENUE,STEINWAY STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,4415978,Sedan,NA,NA,NA,NA
03/05/2022,10:00:00,NA,NA,0,0,"(0.0, 0.0)",119 AVENUE,NA,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4507961,Sedan,Taxi,NA,NA,NA
11/23/2012,13:40:00,MANHATTAN,10001,40.7497063,-73.9915618,"(40.7497063, -73.9915618)",WEST 32 STREET,7 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,27453,SPORT UTILITY / STATION WAGON,UNKNOWN,NA,NA,NA
07/01/2016,18:20:00,MANHATTAN,10030,40.818172,-73.94265,"(40.818172, -73.94265)",NA,NA,218       WEST 139 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3473507,4 dr sedan,NA,NA,NA,NA
08/28/2019,17:37:00,MANHATTAN,10021,40.773773,-73.96608,"(40.773773, -73.96608)",5 AVENUE,EAST 74 STREET,NA,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,NA,NA,NA,4196348,Taxi,Station Wagon/Sport Utility Vehicle,NA,NA,NA
02/15/2022,15:05:00,NA,NA,40.67187,-73.95464,"(40.67187, -73.95464)",BEDFORD AVENUE,NA,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4514555,NA,NA,NA,NA,NA
08/11/2021,00:40:00,NA,NA,40.848118,-73.93089,"(40.848118, -73.93089)",WEST 181 STREET,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4447163,Tractor Truck Diesel,NA,NA,NA,NA
02/13/2015,14:42:00,STATEN ISLAND,10306,40.572991,-74.1363527,"(40.572991, -74.1363527)",RICHMOND ROAD,AULTMAN AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3169100,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
07/05/2016,08:00:00,QUEENS,11369,40.76609,-73.86676,"(40.76609, -73.86676)",25 AVENUE,CURTIS STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3475963,4 dr sedan,4 dr sedan,NA,NA,NA
10/21/2014,15:55:00,NA,NA,NA,NA,NA,UNION TURNPIKE,METROPOLITAN AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,2812191,PASSENGER VEHICLE,UNKNOWN,NA,NA,NA
05/07/2014,13:25:00,QUEENS,11421,40.6936625,-73.8521639,"(40.6936625, -73.8521639)",WOODHAVEN BOULEVARD,JAMAICA AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,331650,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
10/25/2017,12:57:00,NA,NA,40.821545,-73.954544,"(40.821545, -73.954544)",WEST 137 STREET,NA,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,3789862,Motorcycle,NA,NA,NA,NA
07/31/2022,22:50:00,MANHATTAN,10035,40.788982,-73.93039,"(40.788982, -73.93039)",NA,NA,600       EAST 125 STREET,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4551408,Sedan,NA,NA,NA,NA
08/03/2017,22:30:00,NA,NA,40.5743,-73.98867,"(40.5743, -73.98867)",SURF AVENUE,WEST 22 STREET,NA,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,NA,NA,3724727,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA
10/28/2016,08:43:00,NA,NA,40.71976,-73.94476,"(40.71976, -73.94476)",BROOKLYN QUEENS EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,NA,NA,NA,3549183,Box Truck,Sedan,NA,NA,NA
07/20/2014,14:30:00,BROOKLYN,11201,40.6891376,-73.9907077,"(40.6891376, -73.9907077)",ATLANTIC AVENUE,BOERUM PLACE,NA,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,NA,NA,NA,996003,SPORT UTILITY / STATION WAGON,UNKNOWN,NA,NA,NA
05/29/2015,19:37:00,NA,NA,NA,NA,NA,HORACE HARDING EXPRESSWAY,108 STREET,NA,0,0,0,0,0,0,0,0,Outside Car Distraction,NA,NA,NA,NA,3231257,SPORT UTILITY / STATION WAGON,NA,NA,NA,NA
05/19/2015,08:40:00,QUEENS,11101,40.7586895,-73.9424661,"(40.7586895, -73.9424661)",10 STREET,38 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3224025,VAN,SPORT UTILITY / STATION WAGON,NA,NA,NA
02/11/2016,11:30:00,BROOKLYN,11206,40.6989727,-73.957019,"(40.6989727, -73.957019)",BEDFORD AVENUE,FLUSHING AVENUE,NA,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,NA,NA,NA,3387447,PASSENGER VEHICLE,OTHER,NA,NA,NA
05/21/2014,06:22:00,MANHATTAN,10001,40.753928,-73.9976034,"(40.753928, -73.9976034)",WEST 34 STREET,DYER AVENUE,NA,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,NA,NA,NA,338703,PICK-UP TRUCK,PICK-UP TRUCK,NA,NA,NA
06/10/2019,08:30:00,NA,NA,NA,NA,NA,WILLIS AVE BRIDGE,NA,NA,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,NA,NA,NA,4148762,3-Door,Station Wagon/Sport Utility Vehicle,NA,NA,NA
04/21/2019,21:30:00,NA,NA,40.692463,-73.81082,"(40.692463, -73.81082)",VAN WYCK EXPWY,NA,NA,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,NA,NA,NA,4119107,Sedan,Sedan,NA,NA,NA
07/19/2017,19:20:00,NA,NA,40.698444,-73.80256,"(40.698444, -73.80256)",97 AVENUE,NA,NA,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,NA,NA,3715386,Sedan,Sedan,Sedan,NA,NA
06/04/2015,18:30:00,BRONX,10470,40.9057359,-73.8493913,"(40.9057359, -73.8493913)",WHITE PLAINS ROAD,EAST 242 STREET,NA,1,0,1,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,NA,NA,NA,3234240,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,NA,NA,NA
04/12/2014,07:46:00,QUEENS,11372,40.7555563,-73.8853671,"(40.7555563, -73.8853671)",NORTHERN BOULEVARD,82 STREET,NA,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,319547,UNKNOWN,NA,NA,NA,NA
11/18/2015,10:25:00,BROOKLYN,11206,40.6982205,-73.94395,"(40.6982205, -73.94395)",PARK AVENUE,THROOP AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3336901,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,NA,NA,NA
09/21/2022,23:15:00,BRONX,10452,40.84126,-73.92805,"(40.84126, -73.92805)",DEPOT PLACE,SEDGWICK AVENUE,NA,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,NA,NA,NA,4566289,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,NA,NA,NA
12/17/2015,19:58:00,NA,NA,40.7354542,-73.9170371,"(40.7354542, -73.9170371)",NA,NA,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3357653,LIVERY VEHICLE,PASSENGER VEHICLE,NA,NA,NA
07/21/2016,19:44:00,NA,NA,40.716354,-73.78419,"(40.716354, -73.78419)",MIDLAND PARKWAY,NA,NA,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,3485835,4 dr sedan,2 dr sedan,NA,NA,NA
07/23/2015,18:25:00,MANHATTAN,10065,40.7608574,-73.9610689,"(40.7608574, -73.9610689)",1 AVENUE,EAST 61 STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,3263575,VAN,BICYCLE,NA,NA,NA
07/19/2015,18:34:00,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3261675,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
09/04/2019,13:50:00,NA,NA,40.726444,-73.76579,"(40.726444, -73.76579)",GRAND CENTRAL PKWY,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,NA,NA,4199695,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA
10/17/2017,13:00:00,BRONX,10462,40.850163,-73.8601,"(40.850163, -73.8601)",NA,NA,1941      BOGART AVENUE,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,Unspecified,NA,NA,3771578,Sedan,Sedan,Sedan,NA,NA
08/13/2019,16:00:00,NA,NA,40.762264,-73.78527,"(40.762264, -73.78527)",FRANCIS LEWIS BOULEVARD,39 AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4191283,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
03/07/2018,18:00:00,QUEENS,11385,40.703686,-73.90918,"(40.703686, -73.90918)",SENECA AVENUE,LINDEN STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,3859226,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
09/07/2013,14:50:00,MANHATTAN,10012,40.7245509,-74.0019338,"(40.7245509, -74.0019338)",WEST BROADWAY,SPRING STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3754,PASSENGER VEHICLE,BUS,NA,NA,NA
07/06/2012,09:00:00,QUEENS,11104,40.7433745,-73.9205559,"(40.7433745, -73.9205559)",QUEENS BOULEVARD,44 STREET,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,NA,NA,NA,238694,UNKNOWN,UNKNOWN,NA,NA,NA
10/13/2020,15:47:00,MANHATTAN,10022,40.756100000000004,-73.963684,"(40.7561, -73.963684)",NA,NA,420       EAST 54 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4358401,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
05/22/2017,13:11:00,NA,NA,40.677048,-73.80547,"(40.677048, -73.80547)",FOCH BOULEVARD,NA,NA,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,NA,NA,NA,3675755,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
05/29/2017,16:15:00,QUEENS,11434,40.66684,-73.78941,"(40.66684, -73.78941)",150 STREET,NORTH CONDUIT AVENUE,NA,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,NA,NA,NA,3680864,Taxi,Sedan,NA,NA,NA
09/06/2017,15:00:00,MANHATTAN,10013,40.719467,-74.00438,"(40.719467, -74.00438)",CHURCH STREET,WALKER STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3744851,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
04/08/2015,16:40:00,MANHATTAN,10013,40.7256734,-74.0057798,"(40.7256734, -74.0057798)",SPRING STREET,VARICK STREET,NA,0,0,0,0,0,0,0,0,Turning Improperly,Prescription Medication,NA,NA,NA,3199236,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
10/27/2015,11:21:00,QUEENS,11375,40.7178023,-73.8395565,"(40.7178023, -73.8395565)",AUSTIN STREET,73 ROAD,NA,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,NA,NA,NA,3333342,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
06/25/2014,10:00:00,MANHATTAN,10003,40.7328483,-73.9959155,"(40.7328483, -73.9959155)",WEST 9 STREET,5 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,357287,VAN,SPORT UTILITY / STATION WAGON,NA,NA,NA
11/21/2017,09:11:00,BROOKLYN,11219,40.636005,-73.99827,"(40.636005, -73.99827)",11 AVENUE,52 STREET,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3795431,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
08/09/2018,14:15:00,NA,NA,40.613686,-74.142685,"(40.613686, -74.142685)",CASWELL AVENUE,CRYSTAL AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,NA,NA,NA,3958092,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
11/30/2012,11:30:00,NA,NA,NA,NA,NA,NA,NA,PARKING LOT OF 110-00 ROCKAWAY BOULEVARD,0,0,0,0,0,0,0,0,Oversized Vehicle,NA,NA,NA,NA,229198,SMALL COM VEH(4 TIRES),NA,NA,NA,NA
03/15/2019,13:00:00,NA,NA,40.76073,-73.90194,"(40.76073, -73.90194)",BROOKLYN QUEENS EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4098468,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
06/15/2021,16:53:00,QUEENS,11101,40.75605,-73.94766,"(40.75605, -73.94766)",NA,NA,41-13     VERNON BOULEVARD,2,0,1,0,1,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,4427645,E-Bike,NA,NA,NA,NA
09/12/2018,15:25:00,BROOKLYN,11212,40.665375,-73.917435,"(40.665375, -73.917435)",NA,NA,141       LEGION STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3979459,Bus,Station Wagon/Sport Utility Vehicle,NA,NA,NA
01/31/2015,10:20:00,MANHATTAN,10035,40.8027515,-73.933575,"(40.8027515, -73.933575)",EAST 125 STREET,2 AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,3161364,OTHER,UNKNOWN,NA,NA,NA
11/04/2019,15:52:00,BRONX,10471,40.904503,-73.896416,"(40.904503, -73.896416)",BROADWAY,MOSHOLU AVENUE,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4236263,Sedan,NA,NA,NA,NA
05/04/2015,06:58:00,BRONX,10469,40.8626522,-73.8370704,"(40.8626522, -73.8370704)",MACE AVENUE,LODOVICK AVENUE,NA,0,0,0,0,0,0,0,0,Glare,Unspecified,NA,NA,NA,3214181,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,NA,NA,NA
01/23/2023,21:45:00,QUEENS,11422,40.66537,-73.73254,"(40.66537, -73.73254)",SOUTH CONDUIT AVENUE,246 STREET,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,4599947,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
10/02/2012,23:00:00,BROOKLYN,11235,40.5911027,-73.9651429,"(40.5911027, -73.9651429)",OCEAN PARKWAY,AVENUE X,NA,1,0,0,0,0,0,1,0,Failure to Keep Right,Unspecified,NA,NA,NA,117008,PASSENGER VEHICLE,PASSENGER VEHICLE,NA,NA,NA
11/11/2018,18:02:00,MANHATTAN,10011,40.742283,-74.004425,"(40.742283, -74.004425)",9 AVENUE,WEST 16 STREET,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4021334,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
07/06/2016,11:00:00,BROOKLYN,11237,40.704716,-73.92875,"(40.704716, -73.92875)",FLUSHING AVENUE,KNICKERBOCKER AVENUE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,3476391,4 dr sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
